Method,Layer,Case_ID,X_Signal,Y_Noise,Norm_Delta
TRIM (Ours),14,0,2.8693049713979235e-08,0.9532364606857295,0.95323646068573
TRIM (Ours),15,0,3.899494416259586e-08,1.309855699539184,1.3098556995391846
TRIM (Ours),16,0,1.0140273332126526e-07,2.0121507644653294,2.012150764465332
TRIM (Ours),12,0,6.032340849060347e-08,0.6154802441596955,0.6154802441596985
TRIM (Ours),13,0,3.714983520808346e-08,0.7639726400375357,0.7639726400375366
TRIM (Ours),14,0,8.147241459255383e-08,0.9837458133697476,0.983745813369751
TRIM (Ours),15,0,4.964432420706544e-08,1.3284271955490103,1.3284271955490112
TRIM (Ours),16,0,8.086011149543992e-08,2.060442209243773,2.0604422092437744
TRIM (Ours),12,0,2.6528130803171734e-08,0.6041398644447321,0.6041398644447327
TRIM (Ours),13,0,5.498129240777416e-08,0.732288658618925,0.732288658618927
TRIM (Ours),14,0,7.175464844522139e-08,0.9274924993514987,0.9274924993515015
TRIM (Ours),15,0,2.6419401777388885e-08,1.290791034698486,1.2907910346984863
TRIM (Ours),16,0,7.114018529819077e-08,1.940693616867064,1.9406936168670654
TRIM (Ours),12,0,2.4954516675279592e-08,0.5835069417953486,0.5835069417953491
TRIM (Ours),13,0,3.5585145496952464e-08,0.7006532549858084,0.7006532549858093
TRIM (Ours),14,0,5.6088211408678035e-08,0.9012855291366559,0.9012855291366577
TRIM (Ours),15,0,2.3218333922159218e-08,1.2398899793624876,1.2398899793624878
TRIM (Ours),16,0,2.8640361193765784e-08,2.0440261363983154,2.0440261363983154
TRIM (Ours),12,0,6.229587512507351e-09,0.6443771123886108,0.6443771123886108
TRIM (Ours),13,0,3.605673271067644e-08,0.7746199369430533,0.7746199369430542
TRIM (Ours),14,0,4.933207620183566e-08,0.998660624027251,0.9986606240272522
TRIM (Ours),15,0,3.011240323758102e-08,1.3734686374664304,1.3734686374664307
TRIM (Ours),16,0,2.2570850077840987e-08,2.15470552444458,2.15470552444458
TRIM (Ours),12,0,1.4384005098122543e-08,0.6289559006690977,0.6289559006690979
TRIM (Ours),13,0,4.27532107494244e-08,0.7662609219551075,0.7662609219551086
TRIM (Ours),14,0,3.4645506019614913e-08,0.985212862491607,0.9852128624916077
TRIM (Ours),15,0,1.0690317964190399e-08,1.1135547161102295,1.1135547161102295
TRIM (Ours),16,0,5.7130208119815507e-08,1.6974674463272086,1.6974674463272095
TRIM (Ours),12,0,1.709915409264795e-08,0.6709536910057066,0.6709536910057068
TRIM (Ours),13,0,6.444666134086674e-09,0.7979094386100769,0.7979094386100769
TRIM (Ours),14,0,2.1157272556138196e-07,1.0053520202636497,1.0053520202636719
TRIM (Ours),15,0,6.404872010534746e-08,1.359819054603575,1.3598190546035767
TRIM (Ours),16,0,1.5702134703587944e-07,2.135323524475092,2.1353235244750977
TRIM (Ours),12,0,3.8451364758884665e-08,0.60827338695526,0.6082733869552612
TRIM (Ours),13,0,4.27986925899404e-08,0.7592481374740588,0.7592481374740601
TRIM (Ours),14,0,4.8347825298833413e-08,0.9933745265007007,0.9933745265007019
TRIM (Ours),15,0,4.5416172156365064e-08,1.3329408168792718,1.3329408168792725
TRIM (Ours),16,0,1.973097596419393e-07,1.9362521171569724,1.9362521171569824
TRIM (Ours),12,0,4.6420436383698416e-09,0.6119919419288635,0.6119919419288635
TRIM (Ours),13,0,6.449429434951526e-09,0.7286841869354248,0.7286841869354248
TRIM (Ours),14,0,1.411617667201881e-08,0.9387846589088439,0.938784658908844
TRIM (Ours),15,0,2.616647876152456e-08,1.3052729368209837,1.3052729368209839
TRIM (Ours),16,0,2.6972099220756718e-08,2.0304765701293945,2.0304765701293945
TRIM (Ours),12,0,1.2606256483138623e-08,0.6465244889259337,0.6465244889259338
TRIM (Ours),13,0,9.85691350763318e-09,0.7730821967124938,0.7730821967124939
TRIM (Ours),14,0,5.1717876203838387e-08,0.9948843121528612,0.9948843121528625
TRIM (Ours),15,0,7.233396104311396e-08,1.406591534614561,1.406591534614563
TRIM (Ours),16,0,4.0550887092649646e-08,2.2105689048767085,2.210568904876709
TRIM (Ours),12,0,1.9665575834437732e-08,0.5960347652435299,0.5960347652435303
TRIM (Ours),13,0,2.7751063669256837e-08,0.7305356264114374,0.730535626411438
TRIM (Ours),14,0,1.4693537764287612e-07,0.9388083815574532,0.9388083815574646
TRIM (Ours),15,0,4.450965818136865e-08,1.2801802158355704,1.2801802158355713
TRIM (Ours),16,0,9.843126491659859e-08,1.875937104225156,1.8759371042251587
TRIM (Ours),12,0,3.486198707491894e-08,0.6375308632850637,0.6375308632850647
TRIM (Ours),13,0,4.8216577397397486e-08,0.7640922665595993,0.7640922665596008
TRIM (Ours),14,0,4.160025213195695e-08,0.9874634742736808,0.9874634742736816
TRIM (Ours),15,0,2.129085530100383e-08,1.3429926633834837,1.3429926633834839
TRIM (Ours),16,0,1.6651345191576183e-08,2.1772313117980957,2.1772313117980957
TRIM (Ours),12,0,3.216814192796846e-08,0.6403614282608024,0.6403614282608032
TRIM (Ours),13,0,5.787702050952248e-08,0.7781317234039286,0.7781317234039307
TRIM (Ours),14,0,9.800384503932946e-08,0.9925395250320386,0.9925395250320435
TRIM (Ours),15,0,1.1517432341179301e-08,1.3725475072860718,1.3725475072860718
TRIM (Ours),16,0,2.7545162595288275e-08,2.1882901191711426,2.1882901191711426
TRIM (Ours),12,0,5.162960281523965e-09,0.6359031200408936,0.6359031200408936
TRIM (Ours),13,0,1.3791010111674495e-08,0.7666879892349242,0.7666879892349243
TRIM (Ours),14,0,4.1657070681822006e-08,0.9801775217056266,0.9801775217056274
TRIM (Ours),15,0,2.4362554640333656e-08,1.3547377586364744,1.3547377586364746
TRIM (Ours),16,0,3.2865266064163734e-08,2.1294963359832764,2.1294963359832764
TRIM (Ours),12,0,3.896248301771266e-08,0.6396872997283923,0.6396872997283936
TRIM (Ours),13,0,4.251574381441969e-08,0.7815549373626698,0.7815549373626709
TRIM (Ours),14,0,1.3858708314273827e-07,0.9897279739379786,0.9897279739379883
TRIM (Ours),15,0,6.344551195525128e-08,1.3577984571456894,1.357798457145691
TRIM (Ours),16,0,2.669901100205152e-08,2.149655342102051,2.149655342102051
TRIM (Ours),12,0,1.811660332862175e-08,0.6167598366737364,0.6167598366737366
TRIM (Ours),13,0,2.7908587441061172e-08,0.7487186193466181,0.7487186193466187
TRIM (Ours),14,0,6.743668734543462e-08,0.9673756957054115,0.9673756957054138
TRIM (Ours),15,0,9.618024598978536e-09,1.3261600732803345,1.3261600732803345
TRIM (Ours),16,0,3.0055637978421146e-08,2.0492300987243652,2.0492300987243652
TRIM (Ours),12,0,5.673411251905236e-08,0.6204673647880529,0.6204673647880554
TRIM (Ours),13,0,1.752826506162819e-08,0.768298268318176,0.7682982683181763
TRIM (Ours),14,0,1.0095381952623939e-07,0.9712685346603341,0.9712685346603394
TRIM (Ours),15,0,2.634720175365146e-08,1.322688579559326,1.3226885795593262
TRIM (Ours),16,0,8.6643986207946e-08,2.0456407070159894,2.045640707015991
TRIM (Ours),12,0,4.596972580372949e-09,0.5954445004463196,0.5954445004463196
TRIM (Ours),13,0,2.2718525727327687e-08,0.72913783788681,0.7291378378868103
TRIM (Ours),14,0,1.3122923192554481e-08,0.9322648048400878,0.9322648048400879
TRIM (Ours),15,0,1.4805681125551473e-08,1.3080886602401733,1.3080886602401733
TRIM (Ours),16,0,1.0952175166778488e-08,2.0950701236724854,2.0950701236724854
TRIM (Ours),12,0,6.896988313798147e-09,0.5718477964401245,0.5718477964401245
TRIM (Ours),13,0,2.1080873935375166e-08,0.6926510930061337,0.692651093006134
TRIM (Ours),14,0,4.58177407125504e-09,0.8875918984413147,0.8875918984413147
TRIM (Ours),15,0,6.133906715888315e-09,1.2365665435791016,1.2365665435791016
TRIM (Ours),16,0,2.732581982911597e-08,1.967979311943054,1.9679793119430542
TRIM (Ours),12,0,6.8348740001056285e-09,0.6768787503242493,0.6768787503242493
TRIM (Ours),13,0,1.5597278135714987e-08,0.7939023971557616,0.7939023971557617
TRIM (Ours),14,0,3.8910805244540825e-08,1.0148373842239373,1.014837384223938
TRIM (Ours),15,0,5.396949998015543e-09,1.2080051898956299,1.2080051898956299
TRIM (Ours),16,0,5.949966208618207e-08,1.83955693244934,1.8395569324493408
TRIM (Ours),12,0,4.3551523276619264e-08,0.6251053214073166,0.6251053214073181
TRIM (Ours),13,0,1.4986463625632496e-08,0.742811620235443,0.7428116202354431
TRIM (Ours),14,0,2.7911870148500384e-08,0.9383126497268672,0.9383126497268677
TRIM (Ours),15,0,2.3152638917167678e-08,1.3114855289459226,1.3114855289459229
TRIM (Ours),16,0,1.819035233552313e-08,2.1350693702697754,2.1350693702697754
TRIM (Ours),12,0,1.6275750525096555e-08,0.6388823986053465,0.6388823986053467
TRIM (Ours),13,0,1.5724914703696413e-08,0.7672113776206969,0.767211377620697
TRIM (Ours),14,0,6.974554622729556e-08,0.9881353378295874,0.9881353378295898
TRIM (Ours),15,0,5.493278010249014e-08,1.325019598007201,1.3250195980072021
TRIM (Ours),16,0,1.0462466093486e-07,1.989811420440671,1.9898114204406738
TRIM (Ours),12,0,7.0509722505107675e-09,0.6555407047271729,0.6555407047271729
TRIM (Ours),13,0,4.707246858970393e-08,0.7870681881904588,0.7870681881904602
TRIM (Ours),14,0,1.5266462582985696e-07,1.0247429609298593,1.0247429609298706
TRIM (Ours),15,0,9.789649091374031e-09,1.356825590133667,1.356825590133667
TRIM (Ours),16,0,1.482488176662855e-08,2.0215821266174316,2.0215821266174316
TRIM (Ours),12,0,3.0774032211411395e-08,0.6648643016815179,0.6648643016815186
TRIM (Ours),13,0,4.6016619847932816e-08,0.7912521362304674,0.7912521362304688
TRIM (Ours),14,0,1.5232900807404803e-07,1.0113757848739509,1.0113757848739624
TRIM (Ours),15,0,1.3484484640002847e-08,1.3778561353683472,1.3778561353683472
TRIM (Ours),16,0,1.1569425417690127e-08,2.210925579071045,2.210925579071045
TRIM (Ours),12,0,1.9815217910945648e-08,0.5937024950981137,0.593702495098114
TRIM (Ours),13,0,7.256038880854021e-09,0.7184164524078369,0.7184164524078369
TRIM (Ours),14,0,2.3538961002600445e-08,0.9320436120033261,0.9320436120033264
TRIM (Ours),15,0,4.103364403817977e-08,1.3230072259902947,1.3230072259902954
TRIM (Ours),16,0,3.919226188031644e-08,2.1221265792846675,2.122126579284668
TRIM (Ours),12,0,1.824748530054876e-08,0.6366251707077024,0.6366251707077026
TRIM (Ours),13,0,2.0236017306274334e-08,0.7779380083084103,0.7779380083084106
TRIM (Ours),14,0,2.67022741695655e-08,0.9904636144638058,0.9904636144638062
TRIM (Ours),15,0,1.630366242011405e-08,1.3154678344726562,1.3154678344726562
TRIM (Ours),16,0,7.613513730575505e-08,2.090701818466185,2.0907018184661865
TRIM (Ours),12,0,3.0774032211411395e-08,0.6648643016815179,0.6648643016815186
TRIM (Ours),13,0,4.6016619847932816e-08,0.7912521362304674,0.7912521362304688
TRIM (Ours),14,0,1.5232900807404803e-07,1.0113757848739509,1.0113757848739624
TRIM (Ours),15,0,1.3484484640002847e-08,1.3778561353683472,1.3778561353683472
TRIM (Ours),16,0,1.1569425417690127e-08,2.210925579071045,2.210925579071045
TRIM (Ours),12,0,6.270133301455871e-09,0.641647458076477,0.641647458076477
TRIM (Ours),13,0,4.629800542943485e-08,0.7705506682395922,0.7705506682395935
TRIM (Ours),14,0,1.0298172981038078e-07,1.0022777318954414,1.0022777318954468
TRIM (Ours),15,0,1.544645122919519e-08,1.3315123319625854,1.3315123319625854
TRIM (Ours),16,0,1.170740162592665e-07,1.9270207881927455,1.927020788192749
TRIM (Ours),12,0,3.805022075198394e-09,0.6097680330276489,0.6097680330276489
TRIM (Ours),13,0,4.438756207036931e-08,0.7388634085655199,0.7388634085655212
TRIM (Ours),14,0,1.431990597211552e-07,0.9319760799407849,0.9319760799407959
TRIM (Ours),15,0,5.874187802845654e-09,1.304177165031433,1.304177165031433
TRIM (Ours),16,0,9.759519770113911e-08,2.0071408748626687,2.007140874862671
TRIM (Ours),12,0,9.288959823550158e-09,0.6014856696128844,0.6014856696128845
TRIM (Ours),13,0,1.656303716401908e-08,0.745504319667816,0.7455043196678162
TRIM (Ours),14,0,1.201754571411584e-07,0.9509232044219895,0.9509232044219971
TRIM (Ours),15,0,4.1081591461988864e-08,1.301531553268432,1.3015315532684326
TRIM (Ours),16,0,5.5136073484618464e-08,2.0093338489532466,2.009333848953247
TRIM (Ours),12,0,4.46276837706705e-09,0.5727831721305847,0.5727831721305847
TRIM (Ours),13,0,1.1449500014748537e-08,0.6843425035476683,0.6843425035476685
TRIM (Ours),14,0,8.559111108752404e-08,0.8705219626426655,0.8705219626426697
TRIM (Ours),15,0,7.195582796271083e-09,1.23006010055542,1.23006010055542
TRIM (Ours),16,0,1.5990606527793716e-07,1.9389103651046686,1.9389103651046753
TRIM (Ours),12,0,3.826893291147826e-08,0.6181725859642017,0.6181725859642029
TRIM (Ours),13,0,3.616312937992916e-08,0.7433508038520804,0.7433508038520813
TRIM (Ours),14,0,1.9379930549234814e-08,0.9661639332771299,0.9661639332771301
TRIM (Ours),15,0,1.3838406864863373e-08,1.3517091274261475,1.3517091274261475
TRIM (Ours),16,0,1.9022813546598627e-08,2.1466262340545654,2.1466262340545654
TRIM (Ours),12,0,3.270930548637807e-08,0.6315709352493277,0.6315709352493286
TRIM (Ours),13,0,1.9798729766762335e-08,0.7712914943695065,0.7712914943695068
TRIM (Ours),14,0,4.729442792950067e-08,0.9821303486824025,0.9821303486824036
TRIM (Ours),15,0,6.944171815348454e-08,1.3603880405426008,1.3603880405426025
TRIM (Ours),16,0,1.2452176179067465e-07,2.1406414508819545,2.140641450881958
TRIM (Ours),12,0,1.2745230648647521e-08,0.6254946589469909,0.625494658946991
TRIM (Ours),13,0,3.400658954433311e-08,0.7670282721519462,0.767028272151947
TRIM (Ours),14,0,3.1542537470841125e-08,0.9646635055541987,0.9646635055541992
TRIM (Ours),15,0,3.314505647722399e-08,1.3149610757827754,1.3149610757827759
TRIM (Ours),16,0,1.1405884237092323e-08,2.0881643295288086,2.0881643295288086
TRIM (Ours),12,0,8.555764097195606e-09,0.6409983038902283,0.6409983038902283
TRIM (Ours),13,0,1.4756428967643842e-08,0.7732000350952147,0.7732000350952148
TRIM (Ours),14,0,8.324060019049284e-08,0.9847128987312282,0.9847128987312317
TRIM (Ours),15,0,3.040559448663771e-08,1.3509789705276487,1.350978970527649
TRIM (Ours),16,0,1.4511617507650953e-07,2.0504992008209175,2.050499200820923
TRIM (Ours),12,0,6.3083080981130024e-09,0.6149525046348572,0.6149525046348572
TRIM (Ours),13,0,9.076549289943614e-09,0.7469128966331481,0.7469128966331482
TRIM (Ours),14,0,6.918374140241212e-08,0.9526966810226415,0.952696681022644
TRIM (Ours),15,0,4.77355399652879e-08,1.3015382289886466,1.3015382289886475
TRIM (Ours),16,0,3.7088391025008605e-08,2.029007196426391,2.0290071964263916
TRIM (Ours),12,0,1.6139781067181502e-08,0.6057329177856443,0.6057329177856445
TRIM (Ours),13,0,8.181076260882492e-09,0.7371836304664611,0.7371836304664612
TRIM (Ours),14,0,8.515671723330343e-09,0.943312108516693,0.9433121085166931
TRIM (Ours),15,0,2.3926684633579498e-08,1.3017038106918333,1.3017038106918335
TRIM (Ours),16,0,5.4944948146840034e-08,1.9776084423065177,1.9776084423065186
TRIM (Ours),12,0,1.5805973418991925e-08,0.622311472892761,0.6223114728927612
TRIM (Ours),13,0,2.4535470544151394e-08,0.7469154596328732,0.7469154596328735
TRIM (Ours),14,0,1.0493208435491397e-07,0.9687355160713139,0.9687355160713196
TRIM (Ours),15,0,1.1014445355783664e-08,1.3321406841278076,1.3321406841278076
TRIM (Ours),16,0,1.6185980200589256e-07,1.9573371410369806,1.9573371410369873
TRIM (Ours),12,0,2.351128003397207e-08,0.6100975275039668,0.6100975275039673
TRIM (Ours),13,0,1.79307431125153e-08,0.7345423102378843,0.7345423102378845
TRIM (Ours),14,0,6.441028155279582e-09,0.9518628120422363,0.9518628120422363
TRIM (Ours),15,0,2.481893268679869e-08,1.2999591827392576,1.2999591827392578
TRIM (Ours),16,0,3.105965262761856e-08,2.0644214153289795,2.0644214153289795
TRIM (Ours),12,0,5.2256310389964256e-09,0.6551402807235718,0.6551402807235718
TRIM (Ours),13,0,3.776264279053976e-08,0.7830880880355826,0.7830880880355835
TRIM (Ours),14,0,1.2106103497444565e-07,0.997155129909508,0.9971551299095154
TRIM (Ours),15,0,1.4102236711721616e-08,1.360166072845459,1.360166072845459
TRIM (Ours),16,0,1.1133946742347689e-07,2.1295626163482635,2.1295626163482666
TRIM (Ours),12,0,1.8595732953485822e-08,0.6175999641418455,0.6175999641418457
TRIM (Ours),13,0,9.89805659656895e-09,0.7507324814796447,0.7507324814796448
TRIM (Ours),14,0,8.810933316283354e-09,0.9835197329521178,0.9835197329521179
TRIM (Ours),15,0,3.12177625971799e-08,1.353606343269348,1.3536063432693481
TRIM (Ours),16,0,1.7047995015673223e-07,2.0076334476470876,2.0076334476470947
TRIM (Ours),12,0,6.8348740001056285e-09,0.6768787503242493,0.6768787503242493
TRIM (Ours),13,0,1.5597278135714987e-08,0.7939023971557616,0.7939023971557617
TRIM (Ours),14,0,3.8910805244540825e-08,1.0148373842239373,1.014837384223938
TRIM (Ours),15,0,5.396949998015543e-09,1.2080051898956299,1.2080051898956299
TRIM (Ours),16,0,5.949966208618207e-08,1.83955693244934,1.8395569324493408
TRIM (Ours),12,0,2.1015310380789742e-08,0.610301852226257,0.6103018522262573
TRIM (Ours),13,0,2.0814646006783732e-08,0.7522661089897152,0.7522661089897156
TRIM (Ours),14,0,5.7402434805453595e-08,0.9672389030456525,0.9672389030456543
TRIM (Ours),15,0,1.2388635894922118e-08,0.7588151097297667,0.7588151097297668
TRIM (Ours),16,0,5.937890534823964e-08,1.6183000802993763,1.6183000802993774
TRIM (Ours),12,0,1.8793697265095943e-08,0.6085697412490843,0.6085697412490845
TRIM (Ours),13,0,7.863091511239872e-09,0.7274792790412902,0.7274792790412903
TRIM (Ours),14,0,1.8961060277433717e-08,0.9302622079849241,0.9302622079849243
TRIM (Ours),15,0,3.662687220185035e-08,1.2863314151763912,1.2863314151763916
TRIM (Ours),16,0,2.805730758836944e-08,2.0944771766662598,2.0944771766662598
TRIM (Ours),12,0,2.9882221141974696e-09,0.6239255666732788,0.6239255666732788
TRIM (Ours),13,0,4.716855883657445e-08,0.7461560368537888,0.7461560368537903
TRIM (Ours),14,0,8.714756916106126e-08,0.9440141916274984,0.9440141916275024
TRIM (Ours),15,0,5.415892623261698e-09,1.3174359798431396,1.3174359798431396
TRIM (Ours),16,0,1.9416303231878373e-08,2.0604164600372314,2.0604164600372314
TRIM (Ours),12,0,4.4904719942451266e-09,0.622360348701477,0.622360348701477
TRIM (Ours),13,0,9.377281173783558e-09,0.7528307437896727,0.7528307437896729
TRIM (Ours),14,0,1.1670399757690575e-08,0.9709062576293944,0.9709062576293945
TRIM (Ours),15,0,1.5166701672342242e-08,1.3824542760849,1.3824542760849
TRIM (Ours),16,0,2.7718122908027e-08,2.1468758583068848,2.1468758583068848
TRIM (Ours),12,0,1.9240488313698734e-08,0.6233334541320797,0.6233334541320801
TRIM (Ours),13,0,3.190526598473298e-08,0.752086162567138,0.7520861625671387
TRIM (Ours),14,0,2.8950731589816314e-08,0.966048955917358,0.9660489559173584
TRIM (Ours),15,0,2.756600103737128e-08,1.3560119867324827,1.356011986732483
TRIM (Ours),16,0,9.234151221448883e-09,2.20023512840271,2.20023512840271
TRIM (Ours),12,0,5.469491970444551e-09,0.6080629229545593,0.6080629229545593
TRIM (Ours),13,0,7.011488634134366e-08,0.7416522502899137,0.741652250289917
TRIM (Ours),14,0,2.725615999565889e-08,0.9541528820991512,0.9541528820991516
TRIM (Ours),15,0,3.358085720606141e-08,1.0673527717590328,1.0673527717590332
TRIM (Ours),16,0,1.9633043635280956e-08,1.6945782899856565,1.6945782899856567
TRIM (Ours),12,0,1.0566461483563216e-08,0.6089821457862853,0.6089821457862854
TRIM (Ours),13,0,2.706293145138261e-08,0.7468441724777216,0.7468441724777222
TRIM (Ours),14,0,2.0930556843268278e-08,0.9535983204841612,0.9535983204841614
TRIM (Ours),15,0,4.834258859887086e-08,1.313765048980712,1.313765048980713
TRIM (Ours),16,0,9.877377493694439e-08,2.1043508052825906,2.1043508052825928
TRIM (Ours),12,0,6.204847835533656e-08,0.6568185091018648,0.6568185091018677
TRIM (Ours),13,0,1.108627714074828e-07,0.7828625440597455,0.7828625440597534
TRIM (Ours),14,0,1.5374196493667114e-07,1.0003113746642949,1.0003113746643066
TRIM (Ours),15,0,6.675725927607346e-08,1.370989322662352,1.3709893226623535
TRIM (Ours),16,0,1.0594806809649526e-07,2.140201330184934,2.1402013301849365
TRIM (Ours),12,0,1.996422227534822e-08,0.6025635004043576,0.6025635004043579
TRIM (Ours),13,0,3.820834137968632e-08,0.7571180462837209,0.7571180462837219
TRIM (Ours),14,0,1.0362682445475002e-07,0.955534636974329,0.9555346369743347
TRIM (Ours),15,0,2.0124256039366628e-08,1.3045843839645384,1.3045843839645386
TRIM (Ours),16,0,6.444253131121513e-08,2.0564186573028556,2.0564186573028564
TRIM (Ours),12,0,9.284965685196767e-09,0.6504594683647155,0.6504594683647156
TRIM (Ours),13,0,5.5874991744531144e-08,0.7956899404525737,0.7956899404525757
TRIM (Ours),14,0,1.7553515974100264e-08,1.0112913846969604,1.0112913846969604
TRIM (Ours),15,0,2.80164904609137e-08,1.3710032701492307,1.371003270149231
TRIM (Ours),16,0,7.857393313770444e-08,2.110478878021239,2.1104788780212402
TRIM (Ours),12,0,1.3157199774127548e-08,0.5974877476692199,0.59748774766922
TRIM (Ours),13,0,1.2691797834918361e-08,0.7302048802375792,0.7302048802375793
TRIM (Ours),14,0,1.7789902884146613e-08,0.9453731775283811,0.9453731775283813
TRIM (Ours),15,0,2.0155017210754522e-08,1.2565062046051023,1.2565062046051025
TRIM (Ours),16,0,4.0591579875126627e-08,1.837392687797546,1.8373926877975464
TRIM (Ours),12,0,9.434130809893304e-09,0.6167414188385009,0.616741418838501
TRIM (Ours),13,0,1.702650465063016e-08,0.7428284287452696,0.7428284287452698
TRIM (Ours),14,0,6.395148943738604e-08,0.9646296501159647,0.9646296501159668
TRIM (Ours),15,0,2.69549751408249e-08,1.3507117033004759,1.350711703300476
TRIM (Ours),16,0,5.042481632244744e-08,2.189872026443481,2.1898720264434814
TRIM (Ours),12,0,1.3125439402017491e-08,0.6418954730033873,0.6418954730033875
TRIM (Ours),13,0,6.918330086591595e-08,0.7657240629196136,0.7657240629196167
TRIM (Ours),14,0,7.64415588605516e-08,0.9637118577957123,0.9637118577957153
TRIM (Ours),15,0,1.2852970243670825e-08,1.329041600227356,1.329041600227356
TRIM (Ours),16,0,5.266825553462695e-08,2.1213207244873042,2.1213207244873047
TRIM (Ours),12,0,4.4904719942451266e-09,0.622360348701477,0.622360348701477
TRIM (Ours),13,0,9.377281173783558e-09,0.7528307437896727,0.7528307437896729
TRIM (Ours),14,0,1.1670399757690575e-08,0.9709062576293944,0.9709062576293945
TRIM (Ours),15,0,1.5166701672342242e-08,1.3824542760849,1.3824542760849
TRIM (Ours),16,0,2.7718122908027e-08,2.1468758583068848,2.1468758583068848
TRIM (Ours),12,0,3.945457738296909e-09,0.6008236408233643,0.6008236408233643
TRIM (Ours),13,0,3.347150467902793e-08,0.7467285394668571,0.7467285394668579
TRIM (Ours),14,0,2.170723334415925e-08,0.9435427188873289,0.9435427188873291
TRIM (Ours),15,0,2.1189809018551387e-08,1.2888147830963133,1.2888147830963135
TRIM (Ours),16,0,4.019187116455214e-08,1.989120483398437,1.9891204833984375
TRIM (Ours),12,0,8.627502268154785e-09,0.6222131252288818,0.6222131252288818
TRIM (Ours),13,0,2.4356594963137468e-08,0.7636573314666745,0.7636573314666748
TRIM (Ours),14,0,2.67347353144487e-08,0.9874453544616696,0.9874453544616699
TRIM (Ours),15,0,8.60373372546519e-09,1.3584494590759277,1.3584494590759277
TRIM (Ours),16,0,3.819988592113077e-08,2.17437195777893,2.1743719577789307
TRIM (Ours),12,0,2.332534165816469e-08,0.6346666812896724,0.6346666812896729
TRIM (Ours),13,0,1.2444923314092193e-08,0.7704139351844786,0.7704139351844788
TRIM (Ours),14,0,1.2571192087307281e-07,0.9996904134750287,0.9996904134750366
TRIM (Ours),15,0,3.677578064298359e-08,1.3921023607254024,1.3921023607254028
TRIM (Ours),16,0,9.238446807557921e-08,2.1144142150878884,2.1144142150878906
TRIM (Ours),12,0,3.781082114073797e-08,0.6346686482429493,0.6346686482429504
TRIM (Ours),13,0,5.368341859934844e-08,0.7611257433891278,0.7611257433891296
TRIM (Ours),14,0,7.799978618550085e-08,0.9733209013938873,0.9733209013938904
TRIM (Ours),15,0,5.534034031029478e-08,1.3094849586486805,1.3094849586486816
TRIM (Ours),16,0,1.853276501151413e-07,1.9224929809570224,1.9224929809570312
TRIM (Ours),12,0,1.0227630298231816e-08,0.6466573476791381,0.6466573476791382
TRIM (Ours),13,0,1.2417408434828303e-08,0.7769535183906554,0.7769535183906555
TRIM (Ours),14,0,8.118494321252001e-09,0.99347186088562,0.9934718608856201
TRIM (Ours),15,0,1.7327240087183782e-08,1.371429681777954,1.371429681777954
TRIM (Ours),16,0,2.8726276468660217e-08,2.1343777179718018,2.1343777179718018
TRIM (Ours),12,0,5.253384838255215e-09,0.6351249814033508,0.6351249814033508
TRIM (Ours),13,0,2.7072807995409676e-08,0.7591709494590754,0.7591709494590759
TRIM (Ours),14,0,3.028048922715243e-08,0.9626770615577693,0.9626770615577698
TRIM (Ours),15,0,3.162416106761157e-08,1.3510150909423824,1.3510150909423828
TRIM (Ours),16,0,7.611524210915377e-08,2.005209922790526,2.0052099227905273
TRIM (Ours),12,0,1.7386195594326637e-08,0.5966815948486326,0.5966815948486328
TRIM (Ours),13,0,6.492141491065695e-09,0.7344877123832703,0.7344877123832703
TRIM (Ours),14,0,1.605812904870163e-08,0.9273834228515624,0.9273834228515625
TRIM (Ours),15,0,1.1310792302765549e-08,1.290266513824463,1.290266513824463
TRIM (Ours),16,0,7.831418002979262e-08,2.1040902137756334,2.1040902137756348
TRIM (Ours),12,0,4.772854467205434e-08,0.631391227245329,0.6313912272453308
TRIM (Ours),13,0,1.2503003965491644e-08,0.7612526416778563,0.7612526416778564
TRIM (Ours),14,0,1.6568018068596757e-08,0.9634966850280761,0.9634966850280762
TRIM (Ours),15,0,3.64311070200074e-08,1.3266770839691158,1.3266770839691162
TRIM (Ours),16,0,1.1730342919236136e-07,2.0365118980407684,2.0365118980407715
TRIM (Ours),12,0,1.4572406392687753e-08,0.6030454635620115,0.6030454635620117
TRIM (Ours),13,0,3.9861816958364216e-08,0.7372958660125722,0.7372958660125732
TRIM (Ours),14,0,1.0912497572235225e-07,0.9339223504066404,0.9339223504066467
TRIM (Ours),15,0,2.884038607930961e-08,1.3048487901687618,1.3048487901687622
TRIM (Ours),16,0,7.801484969149897e-08,2.1524841785430895,2.152484178543091
TRIM (Ours),12,0,1.0237646286270774e-08,0.6007546186447142,0.6007546186447144
TRIM (Ours),13,0,1.7586662792723473e-08,0.7123556733131406,0.7123556733131409
TRIM (Ours),14,0,1.0106255388109275e-07,0.9088646173477116,0.9088646173477173
TRIM (Ours),15,0,6.091885040859779e-08,1.28288161754608,1.2828816175460815
TRIM (Ours),16,0,1.5032583178253844e-07,2.189098119735713,2.1890981197357178
TRIM (Ours),12,0,2.5728375874223275e-08,0.658527255058288,0.6585272550582886
TRIM (Ours),13,0,5.2304326203511664e-08,0.8050295710563642,0.805029571056366
TRIM (Ours),14,0,1.1557287393770821e-07,1.0332505702972348,1.0332505702972412
